Name,URL,"Price, rub",Year,KmAge,Engine,GearBox,CarType,Place
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116697966-a5f629f0/?from=searchline,140000,2004,164000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116697236-9a62b427/?from=searchline,120000,2007,168000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116694370-1e7c95f7/?from=searchline,110000,2008,279000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116692067-0e4e5bc7/?from=searchline,140000,2006,62000,1.6 л/75л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2101 21012,https://auto.ru/cars/used/sale/vaz/2101/1116688418-9e91b9d7/?from=searchline,200000,1978,63000,1.2 л/64л.с./Бензин,механика,седан,Белебей (130км отУфы)
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116688073-200e52f8/?from=searchline,470000,2016,82000,1.6 л/87л.с./Бензин,механика,седан,Михайловка
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116686193-95d496b4/?from=searchline,330000,2010,294000,1.6 л/87л.с./Бензин,механика,хэтчбек 5 дв.,Малояз (140км отУфы)
LADA (ВАЗ) 2108,https://auto.ru/cars/used/sale/vaz/2108/1116685692-d3bb917a/?from=searchline,50000,1996,87000,1.3 л/64л.с./Бензин,механика,хэтчбек 3 дв.,Бирск
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116683841-c2412b81/?from=searchline,740000,2018,110000,1.6 л/106л.с./Бензин,робот,хэтчбек 5 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116683458-fc6ae7ab/?from=searchline,320000,2014,122000,1.6 л/98л.с./Бензин,автомат,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116683385-87673f8c/?from=searchline,280000,2012,191000,1.6 л/98л.с./Бензин,автомат,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116683098-e455d503/?from=searchline,190000,2008,183000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Мелеуз (190км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116680500-d08076f5/?from=searchline,320000,2011,162000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2106,https://auto.ru/cars/used/sale/vaz/2106/1116680369-65cefc44/?from=searchline,120000,2004,114000,1.6 л/74л.с./Бензин,механика,седан,Языково
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116675390-6ffcc0c7/?from=searchline,160000,2011,149000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Бакалдинское
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116674061-7aec401f/?from=searchline,880000,2020,12000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Староваськино
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116668981-9db84438/?from=searchline,440000,2015,82000,1.6 л/87л.с./Бензин,автомат,универсал 5 дв.,Мелеуз (190км отУфы)
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1116666782-7b07fbba/?from=searchline,300000,2013,564000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Салават (150км отУфы)
LADA (ВАЗ) 2110 Премьер,https://auto.ru/cars/used/sale/vaz/2110/1116665954-699dc649/?from=searchline,90000,2001,498000,1.8 л/98л.с./Бензин,механика,седан,Катав-Ивановск (140км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116665891-3d81bc73/?from=searchline,130000,2004,306000,1.5 л/90л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116665005-31121b3d/?from=searchline,110000,2010,198000,1.6 л/74л.с./Бензин,механика,седан,Иглино
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116664314-81c0916a/?from=searchline,270000,2012,190000,1.6 л/81л.с./Бензин,механика,универсал 5 дв.,Булгаково
LADA (ВАЗ) 2113,https://auto.ru/cars/used/sale/vaz/2113/1116662860-30379576/?from=searchline,210000,2010,233000,1.6 л/89л.с./Бензин,механика,хэтчбек 3 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116661863-cc68f049/?from=searchline,820000,2019,60000,1.6 л/90л.с./Бензин,механика,седан,Салават (150км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116660569-f19c538b/?from=searchline,110000,2005,788000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116653331-12606603/?from=searchline,290000,2009,151000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116645652-9f2920a3/?from=searchline,480000,2014,100000,1.6 л/106л.с./Бензин,робот,лифтбек,Стерлитамак (120км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116645550-bd0e2a43/?from=searchline,260000,2010,224000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116643725-ca39ca6a/?from=searchline,320000,2010,187000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116635869-8cb3d499/?from=searchline,270000,2009,173000,1.8 л/98л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) 2131 (4x4) Urban I,https://auto.ru/cars/used/sale/vaz/2131_4x4/1116633834-2780460e/?from=searchline,680000,2016,39000,1.7 л/83л.с./Бензин,механика,внедорожник 5 дв.,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116633286-fbaf799e/?from=searchline,340000,2013,165000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116633109-e2ac2ae2/?from=searchline,320000,2012,176000,1.6 л/81л.с./Бензин,механика,универсал 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116632811-35d84c40/?from=searchline,90000,2005,251000,2.0 л/150л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116632203-870a0b6f/?from=searchline,790000,2019,84000,1.6 л/98л.с./Бензин,автомат,седан,Сухоречка (160км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116631010-e1f40981/?from=searchline,820000,2018,172000,1.6 л/113л.с./Бензин,вариатор,седан,Чернушка (190км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116628522-91644b36/?from=searchline,230000,2010,179000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116627431-f6bce128/?from=searchline,120000,2004,167000,1.5 л/78л.с./Бензин,механика,хэтчбек 5 дв.,Аша
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116627301-3fbd518c/?from=searchline,140000,2006,273000,1.5 л/72л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116626683-ed4473db/?from=searchline,250000,2008,219000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116624583-ea025502/?from=searchline,350000,2013,118000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2110 Богдан,https://auto.ru/cars/used/sale/vaz/2110/1116620367-b112a295/?from=searchline,90000,2006,145000,1.6 л/89л.с./Бензин,механика,седан,Благовещенск
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116619715-007021fd/?from=searchline,110000,2008,181000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Русский Юрмаш
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116618921-669ad6e4/?from=searchline,290000,2006,168000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116615685-c19d8889/?from=searchline,190000,2009,258000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116614392-76b25285/?from=searchline,230000,2001,126000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116613937-c1a179b2/?from=searchline,270000,2010,118000,1.5 л/70л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116608935-82bc22c1/?from=searchline,380000,2011,126000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Приютово (160км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116608793-46713f64/?from=searchline,270000,2007,197000,1.6 л/87л.с./Бензин,механика,седан,Кириллово
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116603196-708ab12a/?from=searchline,320000,2013,105000,1.6 л/84л.с./Бензин,механика,хэтчбек 5 дв.,Верхние Татышлы (170км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116600065-c384324a/?from=searchline,130000,2002,300000,1.5 л/72л.с./Бензин,механика,хэтчбек 5 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116597944-e608f0b5/?from=searchline,520000,2017,23000,1.6 л/106л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116596539-74ea56bc/?from=searchline,120000,2004,184000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Салават (150км отУфы)
LADA (ВАЗ) XRAY Cross I,https://auto.ru/cars/used/sale/vaz/xray/1116596400-0c83c15a/?from=searchline,1210000,2020,39000,1.6 л/113л.с./Бензин,вариатор,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116589214-d474a7ce/?from=searchline,280000,2010,193000,1.6 л/98л.с./Бензин,механика,седан,Дюртюли (100км отУфы)
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116588614-2d73cf19/?from=searchline,330000,2011,153000,1.8 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116586586-76722d24/?from=searchline,90000,2007,285000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Бакал (180км отУфы)
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116586255-bf8e9410/?from=searchline,860000,2019,21000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Благовещенск
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116584973-0703d65e/?from=searchline,110000,1993,120000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Сим (110км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116582993-a93f3a88/?from=searchline,160000,2008,82000,1.5 л/92л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116577148-871ea136/?from=searchline,100000,2005,282000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116576031-f307b7e1/?from=searchline,850000,2017,58000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116575723-f3a93d2e/?from=searchline,130000,1997,51000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Кутерем (160км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116574684-61dbe3fc/?from=searchline,200000,2006,113000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116572131-eb010855/?from=searchline,410000,2013,118000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Мелеуз (190км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116571708-81078e1d/?from=searchline,380000,2015,99000,1.6 л/87л.с./Бензин,механика,седан,Башкортостан (160км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116565742-8e6811e3/?from=searchline,840000,2019,24000,1.6 л/113л.с./Бензин,вариатор,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) XRAY Cross I,https://auto.ru/cars/used/sale/vaz/xray/1116563405-4e14366f/?from=searchline,1390000,2019,30000,1.6 л/113л.с./Бензин,вариатор,хэтчбек 5 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116562688-bb85f006/?from=searchline,550000,2016,196000,1.6 л/106л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116562347-503930c9/?from=searchline,560000,2013,136000,1.6 л/87л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116559374-2b30843a/?from=searchline,130000,2007,141000,1.5 л/68л.с./Бензин,механика,седан,Бавлы (170км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116556670-0e95329b/?from=searchline,170000,2008,108000,1.7 л/79л.с./Бензин,механика,внедорожник 3 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116554932-2c141e46/?from=searchline,80000,2002,137000,1.5 л/72л.с./Бензин,механика,хэтчбек 5 дв.,Сатка (190км отУфы)
LADA (ВАЗ) 2106 21065,https://auto.ru/cars/used/sale/vaz/2106/1116551461-40e4075c/?from=searchline,70000,2001,84000,1.6 л/75л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116551080-411b6071/?from=searchline,150000,2007,180000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116550881-f574bd08/?from=searchline,510000,2018,105000,1.6 л/106л.с./Бензин,механика,седан,Чуртан (110км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116549127-cfb42d64/?from=searchline,1150000,2020,69000,1.6 л/113л.с./Бензин,вариатор,седан,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116548967-c18f0f5b/?from=searchline,70000,1997,106000,1.5 л/90л.с./Бензин,механика,седан,Туймазы (140км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116547041-69e40217/?from=searchline,90000,2006,146000,1.5 л/68л.с./Бензин,механика,седан,Давлеканово
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116544683-f00790db/?from=searchline,250000,2007,102000,1.6 л/98л.с./Бензин,механика,седан,Белорецк (180км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116541415-c1e2685e/?from=searchline,500000,2017,37000,1.6 л/87л.с./Бензин,автомат,седан,Старобалтачево (140км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116540202-4396fcca/?from=searchline,230000,2010,221000,1.6 л/84л.с./Бензин,механика,хэтчбек 5 дв.,Чекмагуш
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116539288-ce49b776/?from=searchline,190000,2002,158000,1.9 л/75л.с./Дизель,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116535369-598d3b5c/?from=searchline,70000,2005,58000,1.6 л/73л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116533162-b6bde38d/?from=searchline,300000,2012,207000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Vesta SW I,https://auto.ru/cars/used/sale/vaz/vesta/1116525749-87a6b6de/?from=searchline,1120000,2019,63000,1.8 л/122л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116523903-186ddfee/?from=searchline,230000,2007,158000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116518283-b9cfd25c/?from=searchline,280000,2010,154000,1.6 л/81л.с./Бензин,механика,седан,Мелеуз (190км отУфы)
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116516422-6a26c69b/?from=searchline,770000,2018,79000,1.6 л/106л.с./Бензин,робот,хэтчбек 5 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116514824-b1a97cf2/?from=searchline,660000,2018,99000,1.6 л/90л.с./Бензин,механика,седан,Туймазы (140км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116512813-7dc44c9e/?from=searchline,70000,2006,188000,1.5 л/72л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116511887-13c63442/?from=searchline,270000,2011,150000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116510311-66c244d3/?from=searchline,290000,2012,112000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Салават (150км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116509303-9adad81f/?from=searchline,580000,2019,92000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2111 Тарзан,https://auto.ru/cars/used/sale/vaz/2111/1116505933-a41862bb/?from=searchline,100000,2002,12000,1.8 л/82л.с./Бензин,механика,универсал 5 дв.,Петровское (120км отУфы)
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1116505097-5eea546c/?from=searchline,860000,2019,127000,1.6 л/106л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1116504574-d39f2fab/?from=searchline,70000,1997,166000,1.3 л/135л.с./Бензин,механика,седан,Салават (150км отУфы)
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116503624-a7010b55/?from=searchline,360000,2012,116000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116503002-7cd2dbe6/?from=searchline,140000,2007,147000,1.5 л/73л.с./Бензин,механика,седан,Киргиз-Мияки (140км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116502621-f9c51a4d/?from=searchline,160000,2007,187000,1.6 л/98л.с./Бензин,механика,седан,Архангельское
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116502565-481ca431/?from=searchline,80000,2010,68000,1.6 л/74л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116501439-d291b93d/?from=searchline,430000,2015,42000,1.6 л/98л.с./Бензин,автомат,лифтбек,Нефтекамск (180км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116500793-c9921abc/?from=searchline,890000,2020,70000,1.6 л/106л.с./Бензин,механика,седан,Туймазы (140км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116492285-11736120/?from=searchline,620000,2019,93000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116491510-35cf2e07/?from=searchline,450000,2015,140000,1.6 л/87л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116489527-b5fe6d1d/?from=searchline,440000,2017,118000,1.6 л/98л.с./Бензин,автомат,седан,Уфа
LADA (ВАЗ) Kalina Sport II,https://auto.ru/cars/used/sale/vaz/kalina/1116487572-18686d16/?from=searchline,700000,2018,56000,1.6 л/114л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116485850-0ccee993/?from=searchline,340000,2013,148000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Дюртюли (100км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116481107-d0db13a2/?from=searchline,40000,2004,125000,1.5 л/72л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116480691-e2244714/?from=searchline,390000,2015,221000,1.6 л/87л.с./Бензин,механика,лифтбек,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2131 (4x4) I,https://auto.ru/cars/used/sale/vaz/2131_4x4/1116477449-f54e2c69/?from=searchline,630000,2015,71000,1.8 л/84л.с./Бензин,механика,внедорожник 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116476035-1f530ca1/?from=searchline,90000,2007,245000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Октябрьский (160км отУфы)
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1116472839-857b76e6/?from=searchline,70000,2000,245000,1.3 л/135л.с./Бензин,механика,седан,Янаул (180км отУфы)
LADA (ВАЗ) Vesta CNG I,https://auto.ru/cars/used/sale/vaz/vesta/1116472820-759f1c8b/?from=searchline,830000,2018,77000,1.6 л/106л.с./Газ,механика,седан,Белебей (130км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116472044-1e5c1ba9/?from=searchline,790000,2014,19000,1.7 л/79л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116471758-2f2f67b7/?from=searchline,460000,2017,77000,1.6 л/87л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116468839-e34fcec5/?from=searchline,210000,2007,185000,1.6 л/84л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116467695-06f6e1e8/?from=searchline,90000,2007,49000,1.6 л/74л.с./Бензин,механика,седан,Раевский
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116464235-6c72f2dc/?from=searchline,590000,2014,26000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116455510-e37924b9/?from=searchline,60000,2001,106000,1.3 л/64л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta Sport I,https://auto.ru/cars/used/sale/vaz/granta/1116454876-de18debc/?from=searchline,610000,2015,76000,1.6 л/118л.с./Бензин,механика,седан,Актаныш (160км отУфы)
LADA (ВАЗ) 2113,https://auto.ru/cars/used/sale/vaz/2113/1116447490-114f2a22/?from=searchline,200000,2011,109000,1.5 л/79л.с./Бензин,механика,хэтчбек 3 дв.,Куеда (180км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116445296-1ba99f17/?from=searchline,150000,2007,172000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Красная Горка
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1116443110-1fcc4745/?from=searchline,620000,2015,94000,1.6 л/102л.с./Бензин,механика,фургон,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116440963-7d63ccd0/?from=searchline,110000,2009,115000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Абдуллино (120км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116436432-6cb98551/?from=searchline,90000,2002,111000,1.3 л/140л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116433314-83b2425b/?from=searchline,320000,2014,149000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116429322-aba760d6/?from=searchline,80000,2003,233000,1.6 л/81л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116428368-df954b4d/?from=searchline,300000,2011,193000,1.6 л/98л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116425475-91f6ae9e/?from=searchline,520000,2016,58000,1.6 л/87л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116424876-492c98c7/?from=searchline,830000,2021,41000,1.6 л/106л.с./Бензин,робот,седан,Уфа
